semester_ID,semester_number,year,course_ID
SEM0931,1,2024,CS001
SEM0932,3,2022,CS001
SEM0933,3,2023,IT001
SEM0934,3,2023,CS001
SEM0935,2,2022,SE001
SEM0936,3,2024,CS001
SEM0937,3,2024,SE001
SEM0938,2,2023,SE001
SEM0939,1,2023,IT001
SEM0940,3,2023,IT001
SEM0941,3,2021,IT001
SEM0942,2,2023,SE001
SEM0943,3,2024,CS001
SEM0944,1,2024,SE001
SEM0945,2,2023,IT001
SEM0946,1,2021,CS001
SEM0947,2,2021,IT001
SEM0948,1,2021,SE001
SEM0949,3,2022,CS001
SEM0950,1,2024,IT001
SEM0951,3,2022,CS001
SEM0952,1,2021,CS001
SEM0953,2,2023,SE001
SEM0954,2,2023,IT001
SEM0955,3,2023,CS001
SEM0956,3,2023,CS001
SEM0957,1,2022,SE001
SEM0958,1,2021,CS001
SEM0959,3,2021,SE001
SEM0960,3,2022,IT001
SEM0961,2,2024,SE001
SEM0962,3,2022,CS001
SEM0963,1,2024,SE001
SEM0964,3,2021,SE001
SEM0965,2,2022,SE001
SEM0966,2,2024,IT001
SEM0967,1,2021,IT001
SEM0968,2,2023,CS001
SEM0969,3,2021,CS001
SEM0970,2,2023,IT001
SEM0971,3,2023,IT001
SEM0972,1,2023,CS001
SEM0973,3,2022,IT001
SEM0974,3,2023,SE001
SEM0975,1,2023,SE001
SEM0976,2,2022,SE001
SEM0977,1,2021,CS001
SEM0978,3,2022,SE001
SEM0979,1,2023,CS001
SEM0980,2,2024,CS001
SEM0981,3,2024,SE001
SEM0982,2,2021,IT001
SEM0983,1,2021,SE001
SEM0984,1,2022,CS001
SEM0985,1,2021,SE001
SEM0986,3,2022,SE001
SEM0987,2,2022,CS001
SEM0988,2,2022,IT001
SEM0989,2,2023,IT001
SEM0990,3,2023,CS001
SEM0991,1,2022,IT001
SEM0992,2,2022,CS001
SEM0993,2,2022,CS001
SEM0994,1,2024,CS001
SEM0995,2,2021,IT001
SEM0996,3,2021,IT001
SEM0997,3,2022,SE001
SEM0998,1,2024,IT001
SEM0999,2,2022,CS001
SEM1000,2,2023,SE001
