result_ID,student_ID,unit_ID,marks,grade
RES1417,SCT211-0237/2021,UNIT001,73.54,A
RES1418,SCT211-0237/2021,UNIT002,52.57,C
RES1419,SCT211-0237/2021,UNIT003,89.75,A
RES1420,SCT211-0237/2021,UNIT004,52.65,C
RES1421,SCT211-0237/2021,UNIT005,65.25,B
RES1422,SCT211-0237/2021,UNIT006,81.48,A
RES1423,SCT211-0238/2021,UNIT001,84.86,A
RES1424,SCT211-0238/2021,UNIT002,49.45,D
RES1425,SCT211-0238/2021,UNIT003,88.03,A
RES1426,SCT211-0238/2021,UNIT004,57.01,C
RES1427,SCT211-0238/2021,UNIT005,65.1,B
RES1428,SCT211-0238/2021,UNIT006,84.82,A
RES1429,SCT211-0239/2021,UNIT001,92.91,A
RES1430,SCT211-0239/2021,UNIT002,47.08,D
RES1431,SCT211-0239/2021,UNIT003,61.99,B
RES1432,SCT211-0239/2021,UNIT004,43.19,D
RES1433,SCT211-0239/2021,UNIT005,45.98,D
RES1434,SCT211-0239/2021,UNIT006,94.78,A
RES1435,SCT211-0240/2021,UNIT001,41.66,D
RES1436,SCT211-0240/2021,UNIT002,51.71,C
RES1437,SCT211-0240/2021,UNIT003,44.44,D
RES1438,SCT211-0240/2021,UNIT004,97.27,A
RES1439,SCT211-0240/2021,UNIT005,60.54,B
RES1440,SCT211-0240/2021,UNIT006,72.09,A
RES1441,SCT211-0241/2021,UNIT001,45.7,D
RES1442,SCT211-0241/2021,UNIT002,52.14,C
RES1443,SCT211-0241/2021,UNIT003,97.75,A
RES1444,SCT211-0241/2021,UNIT004,89.99,A
RES1445,SCT211-0241/2021,UNIT005,92.59,A
RES1446,SCT211-0241/2021,UNIT006,45.36,D
RES1447,SCT211-0242/2021,UNIT001,92.48,A
RES1448,SCT211-0242/2021,UNIT002,92.91,A
RES1449,SCT211-0242/2021,UNIT003,41.33,D
RES1450,SCT211-0242/2021,UNIT004,61.13,B
RES1451,SCT211-0242/2021,UNIT005,85.3,A
RES1452,SCT211-0242/2021,UNIT006,59.07,C
RES1453,SCT211-0243/2021,UNIT001,45.22,D
RES1454,SCT211-0243/2021,UNIT002,40.16,D
RES1455,SCT211-0243/2021,UNIT003,42.17,D
RES1456,SCT211-0243/2021,UNIT004,92.16,A
RES1457,SCT211-0243/2021,UNIT005,99.65,A
RES1458,SCT211-0243/2021,UNIT006,69.24,B
RES1459,SCT211-0244/2021,UNIT001,79.25,A
RES1460,SCT211-0244/2021,UNIT002,99.86,A
RES1461,SCT211-0244/2021,UNIT003,69.66,B
RES1462,SCT211-0244/2021,UNIT004,81.62,A
RES1463,SCT211-0244/2021,UNIT005,74.02,A
RES1464,SCT211-0244/2021,UNIT006,86.64,A
RES1465,SCT211-0245/2021,UNIT001,54.56,C
RES1466,SCT211-0245/2021,UNIT002,99.9,A
RES1467,SCT211-0245/2021,UNIT003,69.01,B
RES1468,SCT211-0245/2021,UNIT004,85.93,A
RES1469,SCT211-0245/2021,UNIT005,90.8,A
RES1470,SCT211-0245/2021,UNIT006,80.16,A
RES1471,SCT211-0246/2021,UNIT001,67.75,B
RES1472,SCT211-0246/2021,UNIT002,94.49,A
RES1473,SCT211-0246/2021,UNIT003,80.67,A
RES1474,SCT211-0246/2021,UNIT004,84.8,A
RES1475,SCT211-0246/2021,UNIT005,65.54,B
RES1476,SCT211-0246/2021,UNIT006,74.96,A
RES1477,SCT211-0247/2021,UNIT001,57.61,C
RES1478,SCT211-0247/2021,UNIT002,68.13,B
RES1479,SCT211-0247/2021,UNIT003,79.96,A
RES1480,SCT211-0247/2021,UNIT004,93.47,A
RES1481,SCT211-0247/2021,UNIT005,53.95,C
RES1482,SCT211-0247/2021,UNIT006,99.26,A
RES1483,SCT211-0248/2021,UNIT001,88.36,A
RES1484,SCT211-0248/2021,UNIT002,90.57,A
RES1485,SCT211-0248/2021,UNIT003,51.92,C
RES1486,SCT211-0248/2021,UNIT004,52.4,C
RES1487,SCT211-0248/2021,UNIT005,91.23,A
RES1488,SCT211-0248/2021,UNIT006,58.5,C
RES1489,SCT211-0249/2021,UNIT001,74.33,A
RES1490,SCT211-0249/2021,UNIT002,94.72,A
RES1491,SCT211-0249/2021,UNIT003,54.7,C
RES1492,SCT211-0249/2021,UNIT004,53.41,C
RES1493,SCT211-0249/2021,UNIT005,91.03,A
RES1494,SCT211-0249/2021,UNIT006,92.19,A
RES1495,SCT211-0250/2021,UNIT001,61.8,B
RES1496,SCT211-0250/2021,UNIT002,43.06,D
RES1497,SCT211-0250/2021,UNIT003,60.84,B
RES1498,SCT211-0250/2021,UNIT004,80.2,A
RES1499,SCT211-0250/2021,UNIT005,94.83,A
RES1500,SCT211-0250/2021,UNIT006,51.23,C
RES1501,SCT211-0251/2021,UNIT001,98.43,A
RES1502,SCT211-0251/2021,UNIT002,66.96,B
RES1503,SCT211-0251/2021,UNIT003,40.2,D
RES1504,SCT211-0251/2021,UNIT004,46.45,D
RES1505,SCT211-0251/2021,UNIT005,69.26,B
RES1506,SCT211-0251/2021,UNIT006,74.74,A
RES1507,SCT211-0252/2021,UNIT001,87.26,A
RES1508,SCT211-0252/2021,UNIT002,77.87,A
RES1509,SCT211-0252/2021,UNIT003,89.94,A
RES1510,SCT211-0252/2021,UNIT004,60.31,B
RES1511,SCT211-0252/2021,UNIT005,40.87,D
RES1512,SCT211-0252/2021,UNIT006,72.99,A
RES1513,SCT211-0253/2021,UNIT001,97.6,A
RES1514,SCT211-0253/2021,UNIT002,76.8,A
RES1515,SCT211-0253/2021,UNIT003,41.02,D
RES1516,SCT211-0253/2021,UNIT004,59.51,C
RES1517,SCT211-0253/2021,UNIT005,69.45,B
RES1518,SCT211-0253/2021,UNIT006,60.55,B
RES1519,SCT211-0254/2021,UNIT001,62.36,B
RES1520,SCT211-0254/2021,UNIT002,41.84,D
RES1521,SCT211-0254/2021,UNIT003,63.8,B
RES1522,SCT211-0254/2021,UNIT004,92.01,A
RES1523,SCT211-0254/2021,UNIT005,93.85,A
RES1524,SCT211-0254/2021,UNIT006,96.48,A
RES1525,SCT211-0255/2021,UNIT001,85.16,A
RES1526,SCT211-0255/2021,UNIT002,83.07,A
RES1527,SCT211-0255/2021,UNIT003,52.97,C
RES1528,SCT211-0255/2021,UNIT004,70.32,A
RES1529,SCT211-0255/2021,UNIT005,66.62,B
RES1530,SCT211-0255/2021,UNIT006,83.89,A
RES1531,SCT211-0256/2021,UNIT001,70.02,A
RES1532,SCT211-0256/2021,UNIT002,90.68,A
RES1533,SCT211-0256/2021,UNIT003,77.34,A
RES1534,SCT211-0256/2021,UNIT004,93.98,A
RES1535,SCT211-0256/2021,UNIT005,84.29,A
RES1536,SCT211-0256/2021,UNIT006,71.23,A
RES1537,SCT211-0257/2021,UNIT001,63.73,B
RES1538,SCT211-0257/2021,UNIT002,43.15,D
RES1539,SCT211-0257/2021,UNIT003,41.67,D
RES1540,SCT211-0257/2021,UNIT004,89.82,A
RES1541,SCT211-0257/2021,UNIT005,93.55,A
RES1542,SCT211-0257/2021,UNIT006,42.62,D
RES1543,SCT211-0258/2021,UNIT001,92.21,A
RES1544,SCT211-0258/2021,UNIT002,42.62,D
RES1545,SCT211-0258/2021,UNIT003,58.91,C
RES1546,SCT211-0258/2021,UNIT004,53.3,C
RES1547,SCT211-0258/2021,UNIT005,80.21,A
RES1548,SCT211-0258/2021,UNIT006,98.0,A
RES1549,SCT211-0259/2021,UNIT001,48.2,D
RES1550,SCT211-0259/2021,UNIT002,63.15,B
RES1551,SCT211-0259/2021,UNIT003,40.36,D
RES1552,SCT211-0259/2021,UNIT004,84.73,A
RES1553,SCT211-0259/2021,UNIT005,80.42,A
RES1554,SCT211-0259/2021,UNIT006,97.96,A
RES1555,SCT211-0260/2021,UNIT001,45.28,D
RES1556,SCT211-0260/2021,UNIT002,79.27,A
RES1557,SCT211-0260/2021,UNIT003,56.97,C
RES1558,SCT211-0260/2021,UNIT004,81.09,A
RES1559,SCT211-0260/2021,UNIT005,63.96,B
RES1560,SCT211-0260/2021,UNIT006,99.58,A
RES1561,SCT211-0261/2021,UNIT001,65.35,B
RES1562,SCT211-0261/2021,UNIT002,59.25,C
RES1563,SCT211-0261/2021,UNIT003,48.29,D
RES1564,SCT211-0261/2021,UNIT004,56.34,C
RES1565,SCT211-0261/2021,UNIT005,66.57,B
RES1566,SCT211-0261/2021,UNIT006,88.52,A
RES1567,SCT211-0262/2021,UNIT001,84.54,A
RES1568,SCT211-0262/2021,UNIT002,57.37,C
RES1569,SCT211-0262/2021,UNIT003,63.39,B
RES1570,SCT211-0262/2021,UNIT004,45.1,D
RES1571,SCT211-0262/2021,UNIT005,68.37,B
RES1572,SCT211-0262/2021,UNIT006,85.85,A
RES1573,SCT211-0263/2021,UNIT001,76.06,A
RES1574,SCT211-0263/2021,UNIT002,61.0,B
RES1575,SCT211-0263/2021,UNIT003,47.52,D
RES1576,SCT211-0263/2021,UNIT004,59.56,C
RES1577,SCT211-0263/2021,UNIT005,59.56,C
RES1578,SCT211-0263/2021,UNIT006,50.63,C
RES1579,SCT211-0264/2021,UNIT001,50.57,C
RES1580,SCT211-0264/2021,UNIT002,52.03,C
RES1581,SCT211-0264/2021,UNIT003,88.08,A
RES1582,SCT211-0264/2021,UNIT004,96.35,A
RES1583,SCT211-0264/2021,UNIT005,50.1,C
RES1584,SCT211-0264/2021,UNIT006,62.18,B
RES1585,SCT211-0265/2021,UNIT001,57.8,C
RES1586,SCT211-0265/2021,UNIT002,63.54,B
RES1587,SCT211-0265/2021,UNIT003,62.79,B
RES1588,SCT211-0265/2021,UNIT004,93.74,A
RES1589,SCT211-0265/2021,UNIT005,52.86,C
RES1590,SCT211-0265/2021,UNIT006,83.56,A
RES1591,SCT211-0266/2021,UNIT001,56.67,C
RES1592,SCT211-0266/2021,UNIT002,68.28,B
RES1593,SCT211-0266/2021,UNIT003,81.92,A
RES1594,SCT211-0266/2021,UNIT004,82.7,A
RES1595,SCT211-0266/2021,UNIT005,93.49,A
RES1596,SCT211-0266/2021,UNIT006,74.27,A
RES1597,SCT211-0267/2021,UNIT001,66.62,B
RES1598,SCT211-0267/2021,UNIT002,49.06,D
RES1599,SCT211-0267/2021,UNIT003,45.94,D
RES1600,SCT211-0267/2021,UNIT004,65.15,B
RES1601,SCT211-0267/2021,UNIT005,78.61,A
RES1602,SCT211-0267/2021,UNIT006,71.91,A
RES1603,SCT211-0268/2021,UNIT001,41.59,D
RES1604,SCT211-0268/2021,UNIT002,88.36,A
RES1605,SCT211-0268/2021,UNIT003,80.68,A
RES1606,SCT211-0268/2021,UNIT004,50.31,C
RES1607,SCT211-0268/2021,UNIT005,83.38,A
RES1608,SCT211-0268/2021,UNIT006,67.9,B
RES1609,SCT211-0269/2021,UNIT001,50.3,C
RES1610,SCT211-0269/2021,UNIT002,96.24,A
RES1611,SCT211-0269/2021,UNIT003,93.52,A
RES1612,SCT211-0269/2021,UNIT004,95.35,A
RES1613,SCT211-0269/2021,UNIT005,42.38,D
RES1614,SCT211-0269/2021,UNIT006,81.23,A
RES1615,SCT211-0270/2021,UNIT001,47.42,D
RES1616,SCT211-0270/2021,UNIT002,72.0,A
RES1617,SCT211-0270/2021,UNIT003,74.72,A
RES1618,SCT211-0270/2021,UNIT004,40.88,D
RES1619,SCT211-0270/2021,UNIT005,71.19,A
RES1620,SCT211-0270/2021,UNIT006,98.13,A
RES1621,SCT211-0271/2021,UNIT001,48.55,D
RES1622,SCT211-0271/2021,UNIT002,63.59,B
RES1623,SCT211-0271/2021,UNIT003,69.02,B
RES1624,SCT211-0271/2021,UNIT004,57.88,C
RES1625,SCT211-0271/2021,UNIT005,43.16,D
RES1626,SCT211-0271/2021,UNIT006,81.09,A
RES1627,SCT211-0272/2021,UNIT001,80.76,A
RES1628,SCT211-0272/2021,UNIT002,96.19,A
RES1629,SCT211-0272/2021,UNIT003,43.02,D
RES1630,SCT211-0272/2021,UNIT004,84.9,A
RES1631,SCT211-0272/2021,UNIT005,98.49,A
RES1632,SCT211-0272/2021,UNIT006,68.15,B
RES1633,SCT211-0273/2021,UNIT001,96.48,A
RES1634,SCT211-0273/2021,UNIT002,50.68,C
RES1635,SCT211-0273/2021,UNIT003,91.85,A
RES1636,SCT211-0273/2021,UNIT004,49.18,D
RES1637,SCT211-0273/2021,UNIT005,75.78,A
RES1638,SCT211-0273/2021,UNIT006,81.13,A
RES1639,SCT211-0274/2021,UNIT001,83.79,A
RES1640,SCT211-0274/2021,UNIT002,49.13,D
RES1641,SCT211-0274/2021,UNIT003,43.13,D
RES1642,SCT211-0274/2021,UNIT004,59.59,C
RES1643,SCT211-0274/2021,UNIT005,75.35,A
RES1644,SCT211-0274/2021,UNIT006,46.75,D
RES1645,SCT211-0275/2021,UNIT001,72.55,A
RES1646,SCT211-0275/2021,UNIT002,43.15,D
RES1647,SCT211-0275/2021,UNIT003,99.42,A
RES1648,SCT211-0275/2021,UNIT004,71.59,A
RES1649,SCT211-0275/2021,UNIT005,81.12,A
RES1650,SCT211-0275/2021,UNIT006,69.7,B
RES1651,SCT211-0276/2021,UNIT001,48.56,D
RES1652,SCT211-0276/2021,UNIT002,64.43,B
RES1653,SCT211-0276/2021,UNIT003,50.44,C
RES1654,SCT211-0276/2021,UNIT004,49.51,D
RES1655,SCT211-0276/2021,UNIT005,58.57,C
RES1656,SCT211-0276/2021,UNIT006,98.62,A
RES1657,SCT211-0277/2021,UNIT001,76.97,A
RES1658,SCT211-0277/2021,UNIT002,47.49,D
RES1659,SCT211-0277/2021,UNIT003,68.16,B
RES1660,SCT211-0277/2021,UNIT004,72.52,A
RES1661,SCT211-0277/2021,UNIT005,55.72,C
RES1662,SCT211-0277/2021,UNIT006,50.3,C
RES1663,SCT211-0278/2021,UNIT001,43.31,D
RES1664,SCT211-0278/2021,UNIT002,78.95,A
RES1665,SCT211-0278/2021,UNIT003,89.96,A
RES1666,SCT211-0278/2021,UNIT004,49.43,D
RES1667,SCT211-0278/2021,UNIT005,48.06,D
RES1668,SCT211-0278/2021,UNIT006,63.98,B
RES1669,SCT211-0279/2021,UNIT001,66.65,B
RES1670,SCT211-0279/2021,UNIT002,66.87,B
RES1671,SCT211-0279/2021,UNIT003,78.36,A
RES1672,SCT211-0279/2021,UNIT004,86.3,A
RES1673,SCT211-0279/2021,UNIT005,84.64,A
RES1674,SCT211-0279/2021,UNIT006,79.73,A
RES1675,SCT211-0280/2021,UNIT001,55.64,C
RES1676,SCT211-0280/2021,UNIT002,70.99,A
RES1677,SCT211-0280/2021,UNIT003,94.35,A
RES1678,SCT211-0280/2021,UNIT004,42.6,D
RES1679,SCT211-0280/2021,UNIT005,63.8,B
RES1680,SCT211-0280/2021,UNIT006,75.38,A
RES1681,SCT211-0281/2021,UNIT001,80.31,A
RES1682,SCT211-0281/2021,UNIT002,76.66,A
RES1683,SCT211-0281/2021,UNIT003,51.43,C
RES1684,SCT211-0281/2021,UNIT004,92.65,A
RES1685,SCT211-0281/2021,UNIT005,82.49,A
RES1686,SCT211-0281/2021,UNIT006,93.37,A
RES1687,SCT211-0282/2021,UNIT001,64.23,B
RES1688,SCT211-0282/2021,UNIT002,90.34,A
RES1689,SCT211-0282/2021,UNIT003,55.88,C
RES1690,SCT211-0282/2021,UNIT004,62.1,B
RES1691,SCT211-0282/2021,UNIT005,40.45,D
RES1692,SCT211-0282/2021,UNIT006,62.67,B
RES1693,SCT211-0283/2021,UNIT001,60.94,B
RES1694,SCT211-0283/2021,UNIT002,53.31,C
RES1695,SCT211-0283/2021,UNIT003,84.55,A
RES1696,SCT211-0283/2021,UNIT004,96.91,A
RES1697,SCT211-0283/2021,UNIT005,61.87,B
RES1698,SCT211-0283/2021,UNIT006,50.96,C
RES1699,SCT211-0284/2021,UNIT001,74.35,A
RES1700,SCT211-0284/2021,UNIT002,61.57,B
RES1701,SCT211-0284/2021,UNIT003,70.9,A
RES1702,SCT211-0284/2021,UNIT004,45.63,D
RES1703,SCT211-0284/2021,UNIT005,49.34,D
RES1704,SCT211-0284/2021,UNIT006,56.52,C
RES1705,SCT211-0285/2021,UNIT001,49.76,D
RES1706,SCT211-0285/2021,UNIT002,56.18,C
RES1707,SCT211-0285/2021,UNIT003,79.18,A
RES1708,SCT211-0285/2021,UNIT004,59.14,C
RES1709,SCT211-0285/2021,UNIT005,47.16,D
RES1710,SCT211-0285/2021,UNIT006,72.61,A
RES1711,SCT211-0286/2021,UNIT001,43.89,D
RES1712,SCT211-0286/2021,UNIT002,97.6,A
RES1713,SCT211-0286/2021,UNIT003,80.88,A
RES1714,SCT211-0286/2021,UNIT004,45.68,D
RES1715,SCT211-0286/2021,UNIT005,99.4,A
RES1716,SCT211-0286/2021,UNIT006,43.05,D
RES1717,SCT211-0287/2021,UNIT001,85.34,A
RES1718,SCT211-0287/2021,UNIT002,49.41,D
RES1719,SCT211-0287/2021,UNIT003,40.37,D
RES1720,SCT211-0287/2021,UNIT004,58.2,C
RES1721,SCT211-0287/2021,UNIT005,75.93,A
RES1722,SCT211-0287/2021,UNIT006,63.11,B
RES1723,SCT211-0288/2021,UNIT001,41.11,D
RES1724,SCT211-0288/2021,UNIT002,54.7,C
RES1725,SCT211-0288/2021,UNIT003,61.92,B
RES1726,SCT211-0288/2021,UNIT004,63.0,B
RES1727,SCT211-0288/2021,UNIT005,91.63,A
RES1728,SCT211-0288/2021,UNIT006,92.17,A
RES1729,SCT211-0289/2021,UNIT001,46.54,D
RES1730,SCT211-0289/2021,UNIT002,55.51,C
RES1731,SCT211-0289/2021,UNIT003,85.1,A
RES1732,SCT211-0289/2021,UNIT004,74.8,A
RES1733,SCT211-0289/2021,UNIT005,88.0,A
RES1734,SCT211-0289/2021,UNIT006,76.68,A
RES1735,SCT211-0290/2021,UNIT001,99.86,A
RES1736,SCT211-0290/2021,UNIT002,59.14,C
RES1737,SCT211-0290/2021,UNIT003,72.32,A
RES1738,SCT211-0290/2021,UNIT004,88.23,A
RES1739,SCT211-0290/2021,UNIT005,78.64,A
RES1740,SCT211-0290/2021,UNIT006,74.29,A
RES1741,SCT211-0291/2021,UNIT001,63.51,B
RES1742,SCT211-0291/2021,UNIT002,66.84,B
RES1743,SCT211-0291/2021,UNIT003,41.86,D
RES1744,SCT211-0291/2021,UNIT004,92.42,A
RES1745,SCT211-0291/2021,UNIT005,80.08,A
RES1746,SCT211-0291/2021,UNIT006,44.29,D
RES1747,SCT211-0292/2021,UNIT001,73.11,A
RES1748,SCT211-0292/2021,UNIT002,72.15,A
RES1749,SCT211-0292/2021,UNIT003,83.16,A
RES1750,SCT211-0292/2021,UNIT004,79.33,A
RES1751,SCT211-0292/2021,UNIT005,70.1,A
RES1752,SCT211-0292/2021,UNIT006,64.98,B
RES1753,SCT211-0293/2021,UNIT001,61.1,B
RES1754,SCT211-0293/2021,UNIT002,59.45,C
RES1755,SCT211-0293/2021,UNIT003,90.43,A
RES1756,SCT211-0293/2021,UNIT004,94.96,A
RES1757,SCT211-0293/2021,UNIT005,62.4,B
RES1758,SCT211-0293/2021,UNIT006,59.32,C
RES1759,SCT211-0294/2021,UNIT001,56.85,C
RES1760,SCT211-0294/2021,UNIT002,43.35,D
RES1761,SCT211-0294/2021,UNIT003,47.61,D
RES1762,SCT211-0294/2021,UNIT004,92.59,A
RES1763,SCT211-0294/2021,UNIT005,83.42,A
RES1764,SCT211-0294/2021,UNIT006,76.73,A
RES1765,SCT211-0295/2021,UNIT001,84.28,A
RES1766,SCT211-0295/2021,UNIT002,92.52,A
RES1767,SCT211-0295/2021,UNIT003,44.28,D
RES1768,SCT211-0295/2021,UNIT004,41.7,D
RES1769,SCT211-0295/2021,UNIT005,64.8,B
RES1770,SCT211-0295/2021,UNIT006,61.46,B
RES1771,SCT211-0296/2021,UNIT001,63.15,B
RES1772,SCT211-0296/2021,UNIT002,65.71,B
RES1773,SCT211-0296/2021,UNIT003,88.08,A
RES1774,SCT211-0296/2021,UNIT004,64.27,B
RES1775,SCT211-0296/2021,UNIT005,48.12,D
RES1776,SCT211-0296/2021,UNIT006,46.35,D
RES1777,SCT211-0297/2021,UNIT001,91.47,A
RES1778,SCT211-0297/2021,UNIT002,62.07,B
RES1779,SCT211-0297/2021,UNIT003,96.72,A
RES1780,SCT211-0297/2021,UNIT004,80.05,A
RES1781,SCT211-0297/2021,UNIT005,54.99,C
RES1782,SCT211-0297/2021,UNIT006,75.61,A
RES1783,SCT211-0298/2021,UNIT001,76.21,A
RES1784,SCT211-0298/2021,UNIT002,78.02,A
RES1785,SCT211-0298/2021,UNIT003,71.33,A
RES1786,SCT211-0298/2021,UNIT004,98.13,A
RES1787,SCT211-0298/2021,UNIT005,57.53,C
RES1788,SCT211-0298/2021,UNIT006,98.49,A
RES1789,SCT211-0299/2021,UNIT001,77.78,A
RES1790,SCT211-0299/2021,UNIT002,61.29,B
RES1791,SCT211-0299/2021,UNIT003,87.55,A
RES1792,SCT211-0299/2021,UNIT004,53.44,C
RES1793,SCT211-0299/2021,UNIT005,98.23,A
RES1794,SCT211-0299/2021,UNIT006,96.6,A
RES1795,SCT211-0300/2021,UNIT001,60.97,B
RES1796,SCT211-0300/2021,UNIT002,87.75,A
RES1797,SCT211-0300/2021,UNIT003,53.98,C
RES1798,SCT211-0300/2021,UNIT004,71.98,A
RES1799,SCT211-0300/2021,UNIT005,97.44,A
RES1800,SCT211-0300/2021,UNIT006,47.41,D
RES1801,SCT211-0301/2021,UNIT001,47.94,D
RES1802,SCT211-0301/2021,UNIT002,81.42,A
RES1803,SCT211-0301/2021,UNIT003,93.41,A
RES1804,SCT211-0301/2021,UNIT004,90.16,A
RES1805,SCT211-0301/2021,UNIT005,40.45,D
RES1806,SCT211-0301/2021,UNIT006,99.07,A
RES1807,SCT211-0302/2021,UNIT001,75.79,A
RES1808,SCT211-0302/2021,UNIT002,59.16,C
RES1809,SCT211-0302/2021,UNIT003,99.02,A
RES1810,SCT211-0302/2021,UNIT004,85.73,A
RES1811,SCT211-0302/2021,UNIT005,62.97,B
RES1812,SCT211-0302/2021,UNIT006,76.73,A
RES1813,SCT211-0303/2021,UNIT001,45.15,D
RES1814,SCT211-0303/2021,UNIT002,42.55,D
RES1815,SCT211-0303/2021,UNIT003,63.44,B
RES1816,SCT211-0303/2021,UNIT004,77.3,A
RES1817,SCT211-0303/2021,UNIT005,59.23,C
RES1818,SCT211-0303/2021,UNIT006,58.96,C
RES1819,SCT211-0304/2021,UNIT001,61.6,B
RES1820,SCT211-0304/2021,UNIT002,89.48,A
RES1821,SCT211-0304/2021,UNIT003,68.15,B
RES1822,SCT211-0304/2021,UNIT004,76.19,A
RES1823,SCT211-0304/2021,UNIT005,62.26,B
RES1824,SCT211-0304/2021,UNIT006,51.97,C
RES1825,SCT211-0305/2021,UNIT001,90.05,A
RES1826,SCT211-0305/2021,UNIT002,94.03,A
RES1827,SCT211-0305/2021,UNIT003,42.82,D
RES1828,SCT211-0305/2021,UNIT004,73.57,A
RES1829,SCT211-0305/2021,UNIT005,61.27,B
RES1830,SCT211-0305/2021,UNIT006,65.26,B
RES1831,SCT211-0306/2021,UNIT001,46.88,D
RES1832,SCT211-0306/2021,UNIT002,81.91,A
RES1833,SCT211-0306/2021,UNIT003,54.98,C
RES1834,SCT211-0306/2021,UNIT004,55.93,C
RES1835,SCT211-0306/2021,UNIT005,43.65,D
RES1836,SCT211-0306/2021,UNIT006,75.92,A
RES1837,SCT211-0307/2021,UNIT001,74.31,A
RES1838,SCT211-0307/2021,UNIT002,80.75,A
RES1839,SCT211-0307/2021,UNIT003,78.9,A
RES1840,SCT211-0307/2021,UNIT004,65.51,B
RES1841,SCT211-0307/2021,UNIT005,80.01,A
RES1842,SCT211-0307/2021,UNIT006,60.1,B
RES1843,SCT211-0308/2021,UNIT001,52.72,C
RES1844,SCT211-0308/2021,UNIT002,45.79,D
RES1845,SCT211-0308/2021,UNIT003,46.42,D
RES1846,SCT211-0308/2021,UNIT004,75.05,A
RES1847,SCT211-0308/2021,UNIT005,96.81,A
RES1848,SCT211-0308/2021,UNIT006,89.5,A
RES1849,SCT211-0309/2021,UNIT001,80.62,A
RES1850,SCT211-0309/2021,UNIT002,62.19,B
RES1851,SCT211-0309/2021,UNIT003,89.65,A
RES1852,SCT211-0309/2021,UNIT004,63.19,B
RES1853,SCT211-0309/2021,UNIT005,81.01,A
RES1854,SCT211-0309/2021,UNIT006,70.26,A
RES1855,SCT211-0310/2021,UNIT001,63.83,B
RES1856,SCT211-0310/2021,UNIT002,91.66,A
RES1857,SCT211-0310/2021,UNIT003,63.8,B
RES1858,SCT211-0310/2021,UNIT004,48.53,D
RES1859,SCT211-0310/2021,UNIT005,60.66,B
RES1860,SCT211-0310/2021,UNIT006,65.37,B
RES1861,SCT211-0311/2021,UNIT001,66.98,B
RES1862,SCT211-0311/2021,UNIT002,84.3,A
RES1863,SCT211-0311/2021,UNIT003,98.93,A
RES1864,SCT211-0311/2021,UNIT004,72.76,A
RES1865,SCT211-0311/2021,UNIT005,87.4,A
RES1866,SCT211-0311/2021,UNIT006,66.71,B
RES1867,SCT211-0312/2021,UNIT001,53.04,C
RES1868,SCT211-0312/2021,UNIT002,51.51,C
RES1869,SCT211-0312/2021,UNIT003,82.78,A
RES1870,SCT211-0312/2021,UNIT004,71.96,A
RES1871,SCT211-0312/2021,UNIT005,54.47,C
RES1872,SCT211-0312/2021,UNIT006,66.84,B
RES1873,SCT211-0313/2021,UNIT001,76.07,A
RES1874,SCT211-0313/2021,UNIT002,49.86,D
RES1875,SCT211-0313/2021,UNIT003,57.75,C
RES1876,SCT211-0313/2021,UNIT004,42.75,D
RES1877,SCT211-0313/2021,UNIT005,61.1,B
RES1878,SCT211-0313/2021,UNIT006,88.75,A
RES1879,SCT211-0314/2021,UNIT001,97.46,A
RES1880,SCT211-0314/2021,UNIT002,76.31,A
RES1881,SCT211-0314/2021,UNIT003,67.18,B
RES1882,SCT211-0314/2021,UNIT004,67.96,B
RES1883,SCT211-0314/2021,UNIT005,96.13,A
RES1884,SCT211-0314/2021,UNIT006,75.65,A
RES1885,SCT211-0315/2021,UNIT001,89.6,A
RES1886,SCT211-0315/2021,UNIT002,65.68,B
RES1887,SCT211-0315/2021,UNIT003,46.76,D
RES1888,SCT211-0315/2021,UNIT004,74.65,A
RES1889,SCT211-0315/2021,UNIT005,96.1,A
RES1890,SCT211-0315/2021,UNIT006,72.14,A
RES1891,SCT211-0316/2021,UNIT001,73.28,A
RES1892,SCT211-0316/2021,UNIT002,57.34,C
RES1893,SCT211-0316/2021,UNIT003,40.05,D
RES1894,SCT211-0316/2021,UNIT004,73.58,A
RES1895,SCT211-0316/2021,UNIT005,97.45,A
RES1896,SCT211-0316/2021,UNIT006,58.56,C
RES1897,SCT211-0317/2021,UNIT001,55.09,C
RES1898,SCT211-0317/2021,UNIT002,86.31,A
RES1899,SCT211-0317/2021,UNIT003,75.01,A
RES1900,SCT211-0317/2021,UNIT004,94.65,A
RES1901,SCT211-0317/2021,UNIT005,68.94,B
RES1902,SCT211-0317/2021,UNIT006,83.55,A
RES1903,SCT211-0318/2021,UNIT001,85.27,A
RES1904,SCT211-0318/2021,UNIT002,66.03,B
RES1905,SCT211-0318/2021,UNIT003,98.28,A
RES1906,SCT211-0318/2021,UNIT004,95.81,A
RES1907,SCT211-0318/2021,UNIT005,71.26,A
RES1908,SCT211-0318/2021,UNIT006,60.93,B
RES1909,SCT211-0319/2021,UNIT001,98.09,A
RES1910,SCT211-0319/2021,UNIT002,66.12,B
RES1911,SCT211-0319/2021,UNIT003,93.56,A
RES1912,SCT211-0319/2021,UNIT004,60.0,B
RES1913,SCT211-0319/2021,UNIT005,68.52,B
RES1914,SCT211-0319/2021,UNIT006,47.77,D
RES1915,SCT211-0320/2021,UNIT001,47.05,D
